1 phase1 2 CMT like 1004 but diff. initial on V3,,0,0,2183.5752739686,8.00123,20.6599,0.0624993,3.10323,166.952,0.941659,1.79503,0.145271,0.119345,0.123834,0.0109765,-0.0212068,0.0362616,0.0559858,0,0.129266,1,../data/1.csv
1 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,0,2183.5752739686,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,../data/1.csv
2 phase1 2 CMT like 1004 but diff. initial on V3,,0,0,2014.1368127796,10.4246,25.068,0.0762355,4.24028,100.107,0.865504,1.58739,0.156021,0.109314,0.122235,0.0122456,-0.0420954,0.0572292,0.0430396,0,0.288552,2,../data/2.csv
2 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,0,2014.1368127796,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,../data/2.csv
3 phase1 2 CMT like 1004 but diff. initial on V3,,0,0,2399.2134757593,10.2936,25.859,0.0739382,4.04633,110.765,0.997624,1.00668,0.259971,0.152931,0.115853,-0.0258472,-0.0408985,0.0563211,0.042766,0,0.403958,3,../data/3.csv
3 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,0,2399.2134757593,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,../data/3.csv
4 phase1 2 CMT like 1004 but diff. initial on V3,,0,0,2414.54211859701,9.61752,21.6139,0.0743769,3.48105,95.0752,0.955223,1.34612,0.200776,0.114253,0.0816874,-0.00639102,-0.0281834,0.0363565,0.0448924,0,0.225594,4,../data/4.csv
4 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,0,2414.54211859701,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,../data/4.csv
5 phase1 2 CMT like 1004 but diff. initial on V3,,0,0,2831.35504870314,9.22583,20.795,0.0693683,2.74419,114.943,1.1889,0.96652,0.160753,0.101786,0.0864232,-0.0186988,-0.0361152,0.0353613,0.0530079,0,0.321541,5,../data/5.csv
5 phase1 2 CMT like 1004 but diff. initial on V3,RSE,0,0,2831.35504870314,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,../data/5.csv
